parcelid,airconditioningtypeid,architecturalstyletypeid,basementsqft,bathroomcnt,bedroomcnt,buildingclasstypeid,buildingqualitytypeid,calculatedbathnbr,decktypeid,finishedfloor1squarefeet,calculatedfinishedsquarefeet,finishedsquarefeet12,finishedsquarefeet13,finishedsquarefeet15,finishedsquarefeet50,finishedsquarefeet6,fips,fireplacecnt,fullbathcnt,garagecarcnt,garagetotalsqft,hashottuborspa,heatingorsystemtypeid,latitude,longitude,lotsizesquarefeet,poolcnt,poolsizesum,pooltypeid10,pooltypeid2,pooltypeid7,propertycountylandusecode,propertylandusetypeid,propertyzoningdesc,rawcensustractandblock,regionidcity,regionidcounty,regionidneighborhood,regionidzip,roomcnt,storytypeid,threequarterbathnbr,typeconstructiontypeid,unitcnt,yardbuildingsqft17,yardbuildingsqft26,yearbuilt,numberofstories,fireplaceflag,structuretaxvaluedollarcnt,taxvaluedollarcnt,assessmentyear,landtaxvaluedollarcnt,taxamount,taxdelinquencyflag,taxdelinquencyyear,censustractandblock,target
13076527,1,,,2,2,,6,2,,,794,794,,,,,6037,,2,,,,2,34007300,-117819000,137796,,,,,,010C,266,LCR3800030,60374033.19,24384,3101,,96505,0,,,,1,,,1986,,,64000,259000,2016,195000,3333.03,,,60374033192020,-0.003813309557
11292244,,,,2,4,,6,2,,,1122,1122,,,,,6037,,2,,,,7,34695081,-118125351,6123,,,,,,100,261,LRR16500*,60379006.07,5534,3101,,97318,0,,,,1,,,1954,,,72072,90089,2016,18017,1846.18,Y,14,60379006071004,-0.01144758159
14730428,,,,1,1,,,1,,,560,560,,,,,6059,,1,1,0,,,33660900,-117645000,,,,,,,34,266,,60590320.47,32380,1286,,96962,0,,,,,,,1983,,,58269,235000,2016,176731,2436.16,,,60590320471000,-0.01639594253
14441381,,,,2,2,,,2,,,896,896,,,,,6059,,2,0,0,,,33468594,-117692228,2000,,,,,,122,261,,60590423.13,17686,1286,,96961,4,,,,,,,1961,1,,50633,614071,2016,563438,7134.16,,,60590423134007,-0.02344573854
12693115,,,,2,3,,6,2,,,1274,1274,,,,,6037,,2,,,,2,33756326,-118313509,6682,,,,,,100,261,RPRS-4*,60376707.01,54053,3101,,96122,0,,,,1,,,1956,,,126907,605414,2016,478507,7411.63,,,60376707013003,0.06798757139
14600954,,,,1,1,,,1,,,744,744,,,,,6059,,1,1,0,,,33759200,-117898000,,,,,,,34,266,,60590752.01,47568,1286,268007,97006,4,,,,,,,1965,,,48838,118546,2016,69708,1663.4,,,60590752011005,0.003439234122
11484008,,,,1,2,,4,1,,,714,714,,,,,6037,,1,,,,7,33909207,-118366956,5280,,,,,,100,261,LCR1YY,60376023.02,42150,3101,,96107,0,,,,1,,,1946,,,70465,352346,2016,281881,4582.35,,,60376023015014,0.0317150064
12780880,1,,,2,3,,6,2,,,1442,1442,,,,,6037,,2,,,,2,33995523,-118062130,5603,,,,,,100,261,WHR1YY,60375012,14634,3101,,96174,0,,,,1,,,1949,,,157769,446709,2016,288940,5505.87,,,60375012002060,-0.03827284756
14629519,,,,1,1,,,1,,,631,631,,,,,6059,,1,,,,,33465800,-117672000,,,,,,,34,266,,60590422.01,,1286,,96956,0,,,,,,,1989,,,69987,168465,2016,98478,2010.2,,,60590422011039,0.01057687471
14127526,,,,1,2,,,1,,,906,906,,,,,6059,,1,1,280,,7,33853594,-118013182,4536,,,,,,122,261,,60591103.02,10608,1286,,96180,4,,,,,,,1960,1,,44428,280779,2016,236351,3361.64,,,60591103023016,0.03492345671
17205088,,,,4.5,5,,,4.5,,2510,3802,3802,,,2510,,6111,2,4,2,694,,,34299632,-118878048,8735,,,,,,1111,261,,61110076.06,25974,2061,,97097,10,,1,,,288,,2007,2,,305590,873114,2016,567524,9528.5,,,61110076061008,0.0053729726
17205091,,,,3.5,4,,,3.5,,2510,3802,3802,,,2510,,6111,2,3,2,694,,,34299677,-118878789,8630,,,,,,1111,261,,61110076.06,25974,2061,,97097,10,,1,,,,,2007,2,,546760,911266,2016,364506,9942.22,,,61110076061008,0.004121252357
11550805,,,,2,2,,8,2,,,1153,1153,,,,,6037,,2,,,,2,34005045,-118449947,4901,,,,,,100,261,LAR1,60372714,12447,3101,116415,96047,0,,,,1,,,1950,,,87559,141383,2016,53824,1806.48,,,60372714003017,0.3850364682
12766822,,,,2,3,,6,2,,,1082,1082,,,,,6037,,2,,,,7,34053479,-118026264,5007,,,,,,100,261,EMR1A*,60374339.02,51861,3101,,96479,0,,,,1,,,1951,,,91869,131230,2016,39361,2048.21,,,60374339022001,0.01684065607
14632076,1,,,2,2,,,2,,,989,989,,,,,6059,,2,,,,24,33615900,-117736000,,,,,,,34,266,,60590626.48,46098,1286,,96963,5,,,,,,,1971,1,,62000,276487,2016,214487,2863.64,,,60590626481011,0.04407883213
14744231,,,,2,2,,,2,,,1130,1130,,,,,6059,,2,1,0,,,33489900,-117712000,,,,,,,34,266,,60590423.23,17686,1286,,96961,0,,,,,,,1988,,,133166,375296,2016,242130,4181.8,,,60590423232009,-0.01730470839
14703995,,,,1,1,,,1,,,652,652,,,,,6059,,1,1,0,,,33745900,-117810000,,,,,,,34,266,,60590755.06,27491,1286,,97016,0,,,,,,,1979,,,54503,260919,2016,206416,3250.76,,,60590755061003,-0.01153272396
11194909,1,,,3,4,,8,3,,,1913,1913,,,,,6037,,3,,,,2,34611202,-118130501,8842,,,,,,100,261,PDRPD12U*,60379102.01,40227,3101,,97329,0,,,,1,,,1997,,,164500,205624,2016,41124,4038.97,,,60379102011021,0.09118324258
14633267,,,,1,2,,,1,,,861,861,,,,,6059,,1,1,0,,24,33705090,-117979793,,,,,,,34,266,,60590992.12,25218,1286,,96965,5,,,,,,,1971,2,,53911,300258,2016,246347,3569.82,,,60590992121006,-0.03775522411
11194703,1,,,3,3,,7,3,,,1966,1966,,,,,6037,,3,,,,2,34610472,-118132027,256276,,,,,,010C,266,PDRPD12U*,60379102.01,40227,3101,,97329,0,,,,1,,,1981,,,138600,181000,2016,42400,2902.44,,,60379102011040,-0.01226642964
11560960,,,,1,3,,5,1,,,832,832,,,,,6037,,1,,,,7,34025935,-118448098,5048,,,,,,100,261,LAR1,60372713,12447,3101,116415,96045,0,,,,1,,,1938,,,165000,825000,2016,660000,9984.08,,,60372713003019,0.0543364804
10797333,1,,,3,2,,7,3,,,2246,2246,,,,,6037,,3,,,,2,34178600,-118553000,79980,1,,,,1,010C,266,LARD6,60371393.01,12447,3101,47950,96379,0,,,,1,,,1981,,,214764,368130,2016,153366,4634.9,,,60371393013003,0.06296741278
12744596,,,,2,3,,6,2,,,1214,1214,,,,,6037,,2,,,,2,33915712,-118095317,5080,,,,,,100,261,NOR1YY,60375520.01,53636,3101,,96193,0,,,,1,,,1955,,,80850,279985,2016,199135,3764.18,,,60375520011005,0.004767108195
12733097,,,,2,3,,8,2,,,1483,1483,,,,,6037,,2,,,,2,33925019,-117975816,8035,,,,,,100,261,LCRA62,60375037.02,18874,3101,,96172,0,,,,1,,,1963,,,106000,530000,2016,424000,6075.09,,,60375037021006,0.07667826551
10793280,1,,,1,1,,6,1,,,610,610,,,,,6037,,1,,,,2,34170700,-118601000,73566,1,,,,1,010E,266,LAWC,60371371.03,12447,3101,48570,96389,0,,,,1,,,1987,,,137030,229120,2016,92090,2715.4,,,60371371031001,0.02229234337
11587049,,,,2,3,,8,2,,,1742,1742,,,,,6037,,2,,,,2,34006069,-118465531,5185,,,,,,100,261,SMR1*,60377022.02,26964,3101,761545,96152,0,,,,1,,,1956,,,40401,100641,2016,60240,1310.68,,,60377022024012,0.05024249552
10970333,,,,1,3,,4,1,,,880,880,,,,,6037,,1,,,,7,34312284,-118427651,5726,,,,,,100,261,LARA,60371061.13,12447,3101,34213,96368,0,,,,1,,,1954,,,62543,85096,2016,22553,1129.21,,,60371061131002,0.126669154
14163330,,,,3,3,,,3,,,2926,2926,,,,,6059,,3,2,452,,,33912306,-117833003,5232,,,,,,1,261,,60590218.15,21412,1286,,97078,0,,,,,,,2002,,,323508,873797,2016,550289,10397.66,,,60590218153008,-0.006730434064
14268056,,,,2.5,4,,,2.5,,,1939,1939,,,,,6059,,2,2,458,,,33709069,-117902577,6600,1,,,,1,122,261,,60590741.1,47568,1286,268323,97004,8,,1,,,,,1975,2,,83153,119654,2016,36501,1679.72,,,60590741101009,0.09327484662
12705630,,,,3,3,,7,3,,,2052,2052,,,,,6037,,3,,,,2,33762076,-118371594,9062,,,,,,100,261,RPRS10000*,60376704.05,54053,3101,,96122,0,,,,1,,,1965,,,154971,279326,2016,124355,3346.18,,,60376704051022,0.03739273149
14287849,1,7,,2,3,,,2,,,1234,1234,,,,,6059,,2,1,0,,6,33725799,-117807218,2331,1,,,,1,122,261,,60590525.02,27491,1286,,97016,5,,,6,,,,1973,1,,83128,364119,2016,280991,3969.7,,,60590525023011,-0.02664980085
11582366,,,,3,5,,4,3,,,2068,,,2068,,,6037,,3,,,,,34030561,-118494740,5256,,,,,,300,247,SMR2*,60377013.02,26964,3101,,96150,0,,,,3,,,1939,,,122341,856417,2016,734076,10360.14,,,60377013021002,0.05275571354
12716098,,,,1,3,,4,1,,,1014,1014,,,,,6037,,1,,,,7,33954413,-118078997,6393,1,,,,1,101,261,SSR1YY,60375027.01,13716,3101,,96201,0,,,,1,,,1950,,,100512,358975,2016,258463,4754.24,,,60375027005015,-0.006275795201
14702110,,,,2.5,3,,,2.5,,,1861,1861,,,,,6059,,2,2,0,,,33903325,-117783349,,,,,,,1,266,,60590218.22,21412,1286,,97078,0,,1,,,,,2010,,,256746,530755,2016,274009,6336.56,,,60590218223001,0.03386385311
14641034,,,,2.5,2,,,2.5,,,1072,1072,,,,,6059,,2,2,0,,,33652131,-117776888,,,,,,,1,266,,60590626.04,52650,1286,275111,96940,0,,1,,,,,2003,,,150838,593000,2016,442162,8287.72,,,60590626042018,-0.001961971551
11191765,1,,,3,4,,8,3,,,2775,2775,,,,,6037,,3,,,,2,34591909,-118171985,6999,,,,,,100,261,PDR17000,60379102.07,40227,3101,,97329,0,,,,1,,,2008,,,263946,347823,2016,83877,6489.45,,,60379102071000,0.140231329
14639973,,,,3.5,3,,,3.5,,,3246,3246,,,,,6059,,3,2,0,,,33905358,-117820045,,,,,,,1,266,,60590218.22,21412,1286,,97078,0,,1,,,,,2009,,,619147,860469,2016,241322,10034.66,,,60590218222010,0.0922837711
12731157,,,,1,3,,4,1,,,1109,1109,,,,,6037,,1,,,,7,33924231,-118019477,6350,,,,,,100,261,LMR1*,60375036.01,5465,3101,,96190,0,,,,1,,,1955,,,91000,456000,2016,365000,5731.35,,,60375036013001,0.02673864717
14144874,,,,3.5,7,,,3.5,,,3347,3347,,,,,6059,1,3,2,483,,,33893287,-117936474,22032,1,,,,1,122,261,,60590017.06,24812,1286,,97043,8,,1,,,,,1957,1,,330619,1278000,2016,947381,14114.56,,,60590017061008,0.1689473716
17201275,,,,2,4,,,2,,1339,1774,1774,,,1339,,6111,1,2,2,469,,,34272691,-118882542,5400,,,,,,1111,261,,61110076.1,25974,2061,,97097,8,,,,,,,1983,2,,204000,583000,2016,379000,6446.7,,,61110076101004,0.03099704959
14291174,,,,3,4,,,3,,,2664,2664,,,,,6059,,3,2,430,,,33698099,-117807052,4748,,,,,,1,261,,60590755.15,27491,1286,,97018,0,,,,,,,2006,,,610356,967664,2016,357308,17091.14,,,60590755154160,0.110948684
12797343,,,,1,3,,6,1,,,1112,1112,,,,,6037,,1,,,,7,33950922,-118028302,4994,,,,,,100,261,WHR105,60375020.05,14634,3101,,96173,0,,,,1,,,1955,,,150048,434923,2016,284875,5416.28,,,60375020052011,0.002412981811
14607376,,,,1,1,,,1,,,796,796,,,,,6059,,1,2,0,,,33780300,-117942000,,,,,,,34,266,,60590886.01,24832,1286,,97047,0,,,,,,,1983,,,73237,228431,2016,155194,2918.48,,,60590886012000,0.02623204264
14331245,,,,2.5,3,,,2.5,,,1598,1598,,,,,6059,,2,2,431,,,33732621,-117800898,4200,,,,,,122,261,,60590525.25,27491,1286,,97018,6,,1,,,,,1990,2,,159587,610097,2016,450510,6772.78,,,60590525245001,0.01090116323
12859528,1,,,2,4,,8,2,,,1854,1854,,,,,6037,,2,,,,2,33993499,-117820174,8591,1,,,,1,101,261,LCR18000*,60374033.23,24384,3101,,96505,0,,,,1,,,1970,,,193000,710000,2016,517000,8172.42,,,60374033231023,-0.008744875103
12860495,1,,,3,3,,8,3,,,1685,1685,,,,,6037,,3,,,,2,33998800,-117816000,25633,,,,,,010C,266,LCRPD80009,60374033.23,24384,3101,,96505,0,,,,1,,,1988,,,216770,450941,2016,234171,5293.27,,,60374033233014,-0.08616058038
12861544,1,,,2,4,,8,2,,,1904,1904,,,,,6037,,2,,,,2,33986446,-117947866,6589,,,,,,100,261,LCRPD60007,60374086.28,45602,3101,,96489,0,,,,1,,,1974,,,93783,130710,2016,36927,1826.95,,,60374086281008,0.02648006728
14021814,,,,2,3,,,2,,,1850,1850,,,,,6059,,2,2,483,,,33692084,-117931612,5000,1,,,,1,122,261,,60590638.05,38032,1286,,96958,7,,,,,,,1970,1,,115313,263782,2016,148469,3347.36,,,60590638051003,-0.02659215467
11231667,1,,,2,3,,8,2,,,1528,1528,,,,,6037,,2,,,,2,34552693,-118038481,5226,,,,,,100,261,LCA11*,60379107.06,40227,3101,,97330,0,,,,1,,,1989,,,134734,190205,2016,55471,3161.69,,,60379107061019,0.009521044776
10909414,,,,2,2,,6,2,,,1530,1530,,,,,6037,,2,,,,7,34144235,-118375553,6747,,,,,,100,261,LAR1,60371436.03,12447,3101,47880,96447,0,,,,1,,,1937,,,187241,811382,2016,624141,9816.49,,,60371436031015,0.05298220991
14338341,,,,2.5,4,,,2.5,,,1987,1987,,,,,6059,,2,2,448,,,33792493,-117767091,3600,1,,,,1,122,261,,60590756.05,33252,1286,,97067,0,,1,,,,,1987,,,204850,364830,2016,159980,4746.14,,,60590756052002,0.09915819747
14601353,,,,2,2,,,2,,,1061,1061,,,,,6059,,2,2,0,,,33862810,-117738499,,,,,,,34,266,,60590219.22,16764,1286,113455,97027,0,,,,,,,1990,,,120607,401787,2016,281180,4492.66,,,60590219221009,0.006959286464
11259754,,,,2,3,,6,2,,,1515,1515,,,,,6037,,2,,,,2,34638554,-118229599,10597,,,,,,100,261,LCA110000*,60379103.01,5534,3101,,97319,0,,,,1,,,1957,,,33522,64773,2016,31251,877.09,,,60379103012023,0.04165845099
12887864,,,,1,3,,4,1,,,1056,1056,,,,,6037,,1,,,,7,34052568,-117768019,6071,,,,,,100,261,POR2*,60374025.01,20008,3101,,96506,0,,,,1,,,1951,,,23792,36404,2016,12612,630.7,,,60374025012008,0.05969580283
14011404,,,,1.5,4,,,1.5,,,1032,1032,,,,,6059,,1,2,427,,,33817654,-118018056,7326,,,,,,122,261,,60591102.02,10608,1286,,96180,6,,1,,,,,1959,1,,46826,434923,2016,388097,5279.56,,,60591102023006,0.007177255785
11487695,,,,3,4,,7,3,,,1639,1639,,,,,6037,,3,,,,2,33878208,-118364363,7525,,,,,,010C,266,RBR-3,60376205.21,33612,3101,,96124,0,,,,1,,,1999,,,192148,441295,2016,249147,5584.59,,,60376205211008,0.02203564131
12876485,,,,1,2,,4,1,,,974,974,,,,,6037,,1,,,,7,34052542,-117734890,2913,,,,,,100,261,POR31000*,60374028.01,20008,3101,,96506,0,,,,1,,,1937,,,46184,212282,2016,166098,2753.18,,,60374028011022,-0.05502094619
13996118,,,,1.5,3,,,1.5,,,1126,1126,,,,,6059,,1,2,400,,,33803851,-117952699,7230,,,,,,122,261,,60590877.04,16764,1286,275496,97023,7,,1,,,,,1955,3,,53469,373151,2016,319682,4521.78,,,60590877043003,-0.01092735781
17191011,,,,2.5,2,,,2.5,,667,1385,1385,,,667,,6111,1,2,2,0,,,34203721,-118983936,,,,,,,1129,266,,61110056,51239,2061,,97091,5,,1,,,,,1988,2,,115714,192856,2016,77142,2039.36,,,61110056002008,0.02150543696
12841557,,,,2,3,,6,2,,,1139,1139,,,,,6037,,2,,,,2,33974867,-117894154,6975,,,,,,100,261,LCR106,60374087.23,22827,3101,,96492,0,,,,1,,,1960,,,64934,324675,2016,259741,4183.11,,,60374087231017,0.002570550705
11204575,1,,,2,3,,6,2,,,1292,1292,,,,,6037,,2,,,,2,34567009,-118091867,6915,,,,,,100,261,PDR1*,60379106.03,40227,3101,,97328,0,,,,1,,,1986,,,66557,88742,2016,22185,2256.28,Y,11,60379106034009,0.03346927211
14091306,,,,2,3,,,2,,,2004,2004,,,,,6059,1,2,2,440,,,33764054,-118021945,7840,,,,,,122,261,,60590999.02,34780,1286,,96990,7,,,,,,,1960,1,,58827,93791,2016,34964,1553.8,,,60590999022007,0.03872876733
12807064,,,,1,2,,4,1,,,994,994,,,,,6037,,1,,,,7,33972477,-118075124,6162,,,,,,100,261,LCR1YY,60375023.02,396556,3101,,96174,0,,,,1,,,1950,,,93676,372314,2016,278638,4754.69,,,60375023015000,0.04688735746
14296419,,,,6.5,5,,,6.5,,,7676,7676,,,,,6059,2,6,3,732,,,33620228,-117865667,13800,,,,,,122,261,,60590630.07,53571,1286,,96978,13,,1,,,,,1977,2,,952708,5361000,2016,4408292,56614.14,,,60590630071006,-0.02755624161
10803468,1,,,1,1,,8,1,,,471,471,,,,,6037,,1,,,,2,34167500,-118525000,103146,1,,,,1,010E,266,LAR3,60371395.03,12447,3101,51906,96349,0,,,,1,,,1971,,,54600,185000,2016,130400,2267.59,,,60371395031002,0.08960531392
11212994,1,,,3,3,,6,3,,,1732,1732,,,,,6037,,3,,,,2,34576110,-118034593,7102,,,,,,100,261,PDA2*,60379107.13,40227,3101,,97330,0,,,,1,,,1989,,,188600,226000,2016,37400,3585.59,,,60379107131000,0.009891483751
14613627,,,,2,2,,,2,,,1092,1092,,,,,6059,,2,1,0,,,33567002,-117720727,3267,,,,,,34,266,,60590626.4,37086,1286,,96974,0,,,,,,,1995,,,127246,317270,2016,190024,3191.34,,,60590626402017,-0.0002338163826
17196884,,,,3,4,,,3,,1535,2612,2612,,,1535,,6111,1,3,2,506,,,34273103,-118904290,7288,1,405,,,1,1111,261,,61110076.12,25974,2061,,97097,8,,,,,256,,1981,2,,232000,665000,2016,433000,7354.86,,,61110076122011,0.04566216286
14070320,,,,2.5,3,,,2.5,,,1557,1557,,,,,6059,,2,2,462,,,33711790,-118005355,7154,,,,,,122,261,,60590994.02,25218,1286,,96965,6,,1,,,,,1961,3,,64934,470782,2016,405848,5331.78,,,60590994023005,0.01422968784
14316663,,,,3,4,,,3,,,908,,,,,908,6059,,3,,,,,33597784,-117866245,3517,,,,,,122,261,,60590627.02,53571,1286,28119,96957,6,,,,,,,1948,1,,68630,170189,2016,101559,2264.26,,,60590627023014,0.04228331418
14616469,,,,1,1,,,1,,,793,793,,,,,6059,,1,1,0,,,33699000,-117903000,,,,,,,34,266,,60590741.07,47568,1286,,97004,0,,,,,,,1980,,,81798,223650,2016,141852,2837.12,,,60590741071005,-0.01387537227
12833263,,,,2,4,,6,2,,,1080,1080,,,,,6037,,2,,,,7,34003791,-117949854,6509,,,,,,100,261,LCA106,60374086.3,45602,3101,,96489,0,,,,1,,,1958,,,29594,45099,2016,15505,840.3,,,60374086302006,0.08179284133
14615498,,,,2,2,,,2,,,1015,1015,,,,,6059,,2,,,,,33779168,-117932840,,,,,,,34,266,,60590886.02,24832,1286,,97047,0,,,,,,,1990,,,112018,205902,2016,93884,2695.9,,,60590886021001,0.03211190599
14613779,,,,2,2,,,2,,,1047,1047,,,,,6059,,2,1,0,,,33565509,-117722004,3237,,,,,,34,266,,60590626.4,37086,1286,,96974,0,,,,,,,1989,,,120928,342564,2016,221636,3438.68,,,60590626402009,-0.01389679592
12820671,1,,,3,4,,8,3,,,1749,1749,,,,,6037,,3,,,,2,34014626,-117984862,8101,1,,,,1,101,261,LCRA7500*,60374084.02,45602,3101,,96489,0,,,,1,,,1959,,,104945,305733,2016,200788,3791.45,,,60374084021003,-0.1717996452
13025874,1,,,3,3,,7,3,,,2795,2795,,,,,6037,,3,,,,2,34144855,-117890895,4797,,,,,,100,261,AZR1,60374008,37015,3101,,96464,0,,,,1,,,2007,,,360487,534296,2016,173809,12989.04,,,60374008001023,0.01437609617
12960591,1,,,2,2,,8,2,,,1004,1004,,,,,6037,,2,,,,2,34136400,-118007000,35795,,,,,,010C,266,MORH*,60374309.01,32923,3101,,96273,0,,,,1,,,1989,,,107947,260603,2016,152656,3528.98,,,60374309011021,0.03577883363
11734511,,,,1,4,,6,1,,,2194,2194,,,,,6037,,1,,,,7,34035179,-118322373,7253,,,,,,100,261,LAR1,60372189,12447,3101,115836,95999,0,,,,1,,,1922,,,183023,520393,2016,337370,6377.57,,,60372189001001,0.035829812
11832429,,,,1,2,,5,1,,,924,924,,,,,6037,,1,,,,7,34007847,-118163989,4220,,,,,,100,261,CMR1YY,60375323.02,272578,3101,,96021,0,,,,1,,,1924,,,70221,205719,2016,135498,2666.32,,,60375323024011,0.0123001887
12298773,,,,1,2,,4,1,,,780,780,,,,,6037,,1,,,,7,33962869,-118225459,5015,,,,,,100,261,LCR305,60375348.04,39076,3101,,96110,0,,,,1,,,1924,,,35119,175600,2016,140481,2606.6,,,60375348041004,0.04833810639
12507284,1,,,2,2,,7,2,,,1541,1541,,,,,6037,,2,,,,2,33796500,-118167000,40063,,,,,,010C,266,SHR4,60375734.03,27103,3101,,96234,0,,,,1,,,1984,,,151000,440000,2016,289000,5518.57,,,60375734031019,0.09033139552
11826185,,,,1,2,,3,1,,,782,782,,,,,6037,,1,,,,7,34039632,-118177421,3955,,,,,,100,261,LCR2*,60375311.02,17882,3101,,96044,0,,,,1,,,1927,,,70873,169007,2016,98134,2494.46,,,60375311021000,-0.0007922704583
12465309,1,,,2,2,,8,2,,,1145,1145,,,,,6037,,2,,,,2,33824200,-118198000,338238,,,,,,010C,266,LBR3T,60375720.02,46298,3101,274358,96241,0,,,,1,,,1974,,,126659,255188,2016,128529,3078.75,,,60375720023009,-0.1121133814
12168869,,,,1,2,,4,1,,,1146,1146,,,,,6037,,1,,,,7,34187761,-118129347,6821,,,,,,100,261,LCR2*,60374601,30187,3101,,96265,0,,,,1,,,1939,,,119000,600000,2016,481000,7067.65,Y,15,60374601004006,-0.05327539438
12508406,1,,,2,2,,6,2,,,1111,1111,,,,,6037,,2,,,,2,33792100,-118160000,99828,,,,,,010C,266,SHR4*,60375734.03,27103,3101,,96234,0,,,,1,,,1983,,,148402,321665,2016,173263,4050.5,,,60375734025004,0.04806309416
11819362,,,,1,2,,6,1,,,866,866,,,,,6037,,1,,,,7,34066615,-118175351,8209,,,,,,100,261,LAR1,60372017,12447,3101,403190,96013,0,,,,1,,,1966,,,72606,327671,2016,255065,4000.49,,,60372017002003,0.02976062933
12321346,1,,,1,2,,6,1,,,809,809,,,,,6037,,1,,,,2,33932300,-118162000,433101,1,,,,1,010C,266,DOR1*,60375515.01,4406,3101,,96102,0,,,,1,,,1984,,,109757,170781,2016,61024,2226.48,,,60375515011009,-0.001729943848
12511946,1,,,2,3,,6,2,,,1388,1388,,,,,6037,,2,,,,2,33809869,-118128528,6091,1,,,,1,101,261,LBR1N,60375742.01,46298,3101,273263,96247,0,,,,1,,,1952,,,173590,398587,2016,224997,4884.53,,,60375742011003,-0.01978327324
12518873,,,,2,4,,4,2,,,1814,1814,,,,,6037,,2,,,,7,33808496,-118102419,5499,,,,,,100,261,LBR1N,60375744.01,46298,3101,276606,96247,0,,,,1,,,1951,,,160521,673906,2016,513385,8000.57,,,60375744006001,-0.03030868108
11920747,,,,2,3,,6,2,,,1586,1586,,,,,6037,,2,,,,2,34116721,-118087919,8214,,,,,,100,261,LCR1YY,60374800.02,33837,3101,,96514,0,,,,1,,,1950,,,115604,311196,2016,195592,3928.15,,,60374800023005,0.02844988086
11976673,,,,1,2,,5,1,,,948,948,,,,,6037,,1,,,,7,34115069,-118188251,5367,,,,,,100,261,LAR1,60371836.2,12447,3101,115609,96023,0,,,,1,,,1912,,,86000,430000,2016,344000,5240.04,Y,15,60371836202002,-0.1346881512
11804315,,,,2,3,,3,2,,,1208,,,1208,,,6037,,2,,,,,34030134,-118201120,4967,,,,,,200,246,LAR2,60372048.1,12447,3101,113886,96004,0,,,,2,,,,,,97152,200837,2016,103685,2567.94,,,60372048101004,0.0523762929
11922625,,,,2,3,,6,2,,,1184,1184,,,,,6037,,2,,,,2,34128189,-118073832,5886,,,,,,100,261,LCRA05,60374800.11,33837,3101,,96514,0,,,,1,,,1954,,,37252,54001,2016,16749,943.01,,,60374800112000,0.1027444007
11803396,1,,,4,6,,6,4,,,2111,,,2111,,,6037,,4,,,,2,34034196,-118206045,5356,,,,,,200,246,LAR2,60372047,12447,3101,113886,96004,0,,,,2,,,1989,,,171638,332872,2016,161234,4193.92,,,60372047001011,0.1153702576
11801936,,,,2,4,,4,2,,,1806,1806,,,,,6037,,2,,,,7,34041165,-118206277,5750,,,,,,100,261,LAR2,60372043,12447,3101,113886,96014,0,,,,1,,,1885,,,53050,180373,2016,127323,2357.7,,,60372043004003,0.5612375333
12340847,1,,,1,1,,6,1,,,630,630,,,,,6037,,1,,,,2,33897000,-118151000,152557,,,,,,010C,266,PAM1,60375535.02,6395,3101,,96220,0,,,,1,,,1991,,,61000,171000,2016,110000,2181.96,,,60375535021009,-0.008066392363
10729547,1,,,3,4,,8,3,,,2097,2097,,,,,6037,,3,,,,2,34186715,-118632711,9585,,,,,,100,261,LARS,60371352.02,12447,3101,268588,96342,0,,,,1,,,1957,,,362951,725902,2016,362951,8937.26,Y,15,60371352023000,0.03555287072
12345098,,,,2,3,,6,2,,,1541,1541,,,,,6037,,2,,,,7,33892778,-118108994,5433,,,,,,100,261,BFR105,60375531,44116,3101,,96208,0,,,,1,,,1954,,,89707,232388,2016,142681,2887.95,,,60375531001001,-0.02127947785
12080519,,,,1,2,,6,1,,,1411,1411,,,,,6037,,1,,,,7,34145711,-118200019,5324,1,,,,1,101,261,LAR1,60371810.01,12447,3101,114808,96022,0,,,,1,,,1936,,,176619,788915,2016,612296,9453.19,,,60371810005000,0.009762156691
11926924,,,,2,3,,4,2,,,1309,,,1309,,,6037,,2,,,,7,34112092,-118072310,8520,,,,,,200,246,TCR4*,60374801.01,14111,3101,,96517,0,,,,2,,,1933,,,162578,576791,2016,414213,7238.69,,,60374801011004,0.07457488623
12452616,,,,1,3,,4,1,,,1108,1108,,,,,6037,,1,,,,7,33861543,-118178896,4732,,,,,,100,261,LBR1N,60375706.01,46298,3101,276476,96239,0,,,,1,,,1947,,,73504,155102,2016,81598,1960.84,Y,12,60375706012002,-0.03632092296
12349539,,,,3,6,,4,3,,,1932,,,1932,,,6037,,3,,,,,33932991,-118122361,6744,,,,,,300,247,DOR3*,60375511.02,4406,3101,,96101,0,,,,3,,,1950,,,196751,491878,2016,295127,6277.53,,,60375511022007,-0.01500954895
12004922,,,,1,1,,4,1,,,916,916,,,,,6037,,1,,,,7,34086722,-118323702,1993,,,,,,100,261,LAR3,60371918.2,12447,3101,32059,96019,0,,,,1,,,1914,,,124827,332874,2016,208047,3999.35,,,60371918203000,0.06906589513
11693924,,,,1,3,,5,1,,,1288,1288,,,,,6037,,1,,,,,33993547,-118281084,5724,,,,,,100,261,LARD2,60372327,12447,3101,118208,96018,0,,,,1,,,1909,,,63302,267132,2016,203830,3362.52,,,60372327003010,0.02686701387
11835462,,,,1,2,,4,1,,,1016,1016,,,,,6037,,1,,,,7,34028463,-118156756,4882,,,,,,100,261,LCR2YY,60375303.01,17882,3101,,96003,0,,,,1,,,1926,,,15925,36399,2016,20474,955.27,,,60375303012001,-0.08551541694
